source,target,link_type,weight,source_type,source_country,target_type,target_country
Matthew Mack,David Wilson,family_relationship,0.87092006,person,Country_271835,person,Country_271835
Matthew Mack,f205ff1a-8798-48b7-b535-ad87b9756220,family_relationship,0.84072787,person,Country_271835,location,
f205ff1a-8798-48b7-b535-ad87b9756220,Rama Overseas,membership,0.8714649,location,,,
1a2ebb93-1c85-4f40-abb1-cff639788678,1,partnership,0.80817825,location,,organization,
âAccept Allâ,Barco de Plata Ltd Logistics,family_relationship,0.8878389,,,,
Zachary Blackburn,Ocean Fisheries Llc,ownership,0.8363821,person,Country_271835,,
Robert Goodman,Daniel Wood,family_relationship,0.9462408,person,Country_271835,person,Country_271835
Mary Durham,Brenda Cox,family_relationship,0.8740182,person,Country_271835,person,Country_271835
Mary Durham,Samantha Manning,family_relationship,0.901766,person,Country_271835,person,Country_271835
Mary Durham,SeaSpray Wave SRL Solutions,membership,0.84488374,person,Country_271835,,
Anna Kelly,Clifford Sherman,family_relationship,0.9279914,person,Country_271835,person,Country_271835
59600,733,ownership,0.8412085,political_organization,,organization,
59600,1576352,ownership,0.9260202,political_organization,,organization,
1dfb2440-85dc-4f0c-914f-e18498e6cd1b,Makayla Anderson,membership,0.87459683,location,,person,Country_271835
1dfb2440-85dc-4f0c-914f-e18498e6cd1b,Kevin Moreno,ownership,0.84285486,location,,person,Country_271835
Makayla Anderson,1dfb2440-85dc-4f0c-914f-e18498e6cd1b,ownership,0.8537013,person,Country_271835,location,
Makayla Anderson,92a375a3-0c31-494e-9a56-eeabe3750d90,membership,0.84879535,person,Country_271835,location,
Makayla Anderson,979893388,membership,0.81223625,person,Country_271835,organization,
34285153,Talleyâs,membership,0.81285244,organization,,vessel,
34285153,Brittany Ryan,membership,0.853483,organization,,person,Country_271835
Talleyâs,Dana Knapp,membership,0.8544097,vessel,,person,Islavaria
Talleyâs,Ocean Fisheries Llc,membership,0.820416,vessel,,,
95743666,86117,partnership,0.8565168,organization,,organization,
94361818,805275,ownership,0.8475688,organization,,organization,
40974,Talleyâs,membership,0.80196935,organization,,vessel,
40974,Dana Knapp,membership,0.8576272,organization,,person,Islavaria
40974,86117,ownership,0.83579475,organization,,organization,
Diao yu bi sai Tidal BV Export,Dana Knapp,membership,0.9389265,company,Country_322527,person,Islavaria
Diao yu bi sai Tidal BV Export,Andrew Gamble,family_relationship,0.8675428,company,Country_322527,person,Country_271835
74505,Joshua Roberts,membership,0.8992519,organization,,person,Country_271835
74505,Denise Moore,membership,0.89503145,organization,,person,Country_271835
Joshua Roberts,Denise Moore,family_relationship,0.9070216,person,Country_271835,person,Country_271835
Christina Abbott,Lisa Castaneda,family_relationship,0.872007,person,Country_271835,person,Country_271835
Christina Abbott,Amanda Mckenzie,family_relationship,0.95816237,person,Country_271835,person,Oceanus
4657860,979893388,membership,0.80191934,organization,,organization,
519443204,3394552,family_relationship,0.88927704,political_organization,,organization,
519443204,15910405,family_relationship,0.89111936,political_organization,,organization,
3394552,15910405,family_relationship,0.8757332,organization,,organization,
Brittany Kane,Marsâ,family_relationship,0.89757824,person,Country_256617,,
Brittany Kane,bd16ff21-2da0-4ad7-8aec-d04a28b61277,family_relationship,0.80944085,person,Country_256617,location,
Marsâ,bd16ff21-2da0-4ad7-8aec-d04a28b61277,family_relationship,0.8153456,,,location,
past yearâs,Arctic,family_relationship,0.8670803,event,,,
whales,Michelle Campbell,membership,0.8868583,vessel,,person,Country_271835
whales,oceanâs,membership,0.8847173,vessel,,vessel,
whales,Image ArtTower,membership,0.8722055,vessel,,,
39995740,Haryana s Co Transit,family_relationship,0.8972104,organization,,,
39995740,f21800ca-b3c9-404b-8438-3d75ea84c409,family_relationship,0.8560791,organization,,location,
Zachary Mclean,Anthony Mendez,family_relationship,0.8703267,person,Rio Solovia,person,Rio Solovia
806,903311212,partnership,0.9451036,organization,,organization,
806,png xi  Line,partnership,0.806834,organization,,company,Country_628643
Hubble,event,ownership,0.93455464,event,,event,
Launch Loversâ,Andrea Gibson,family_relationship,0.8189105,,,person,Oceanus
cd2685a2-fce5-49ee-8ca7-b9faa081d190,LC,ownership,0.8483454,location,,,
cd2685a2-fce5-49ee-8ca7-b9faa081d190,49494,ownership,0.8354406,location,,organization,
cd2685a2-fce5-49ee-8ca7-b9faa081d190,dup23,family_relationship,0.86477214,location,,vessel,
LC,49494,ownership,0.83694214,,,organization,
Spaceflight,93,partnership,0.82885784,vessel,,organization,
Spaceflight,e95a9547-3611-4e86-adbe-9aa55dbff21f,partnership,0.8350633,vessel,,location,
93,e95a9547-3611-4e86-adbe-9aa55dbff21f,partnership,0.8856234,organization,,location,
6107715,9067,family_relationship,0.8097424,organization,,organization,
HawkEye,Jordan Mcbride,family_relationship,0.8583784,vessel,,person,Country_271835
HawkEye,7575,ownership,0.8404831,vessel,,organization,
Jordan Mcbride,7575,ownership,0.8413117,person,Country_271835,organization,
d5cbeea1-73ac-4d86-adeb-b609629b12bf,Electronic,ownership,0.8528081,location,,,
416dab02-bf67-48af-a99b-c691339dc5e0,25a765f4-b6d0-4588-9a7a-0798de847cfd,ownership,0.86046785,location,,location,
416dab02-bf67-48af-a99b-c691339dc5e0,908724,ownership,0.83849955,location,,organization,
416dab02-bf67-48af-a99b-c691339dc5e0,0a715a76-de97-4cc3-80a3-4dcbfa740079,ownership,0.8263,location,,location,
25a765f4-b6d0-4588-9a7a-0798de847cfd,908724,ownership,0.81661075,location,,organization,
25a765f4-b6d0-4588-9a7a-0798de847cfd,0a715a76-de97-4cc3-80a3-4dcbfa740079,ownership,0.8091021,location,,location,
Madhya Pradesh Market Pic Transportation,Rajasthan GmbH & Co. KG,family_relationship,0.8983024,company,Country_271835,company,Country_271835
Madhya Pradesh Market Pic Transportation,e53552bc-174b-4799-b96b-c23cfa0731cb,family_relationship,0.8027803,company,Country_271835,location,
Manned,Aerial,partnership,0.83588654,vessel,,vessel,
34731154,8787,partnership,0.9248818,organization,,organization,
970786,7490484,membership,0.840527,organization,,organization,
970786,3731,membership,0.8741579,organization,,organization,
970786,903311212,partnership,0.807107,organization,,organization,
Christian Ashley,Tank,partnership,0.83038324,person,Uzilandor,event,
Christian Ashley,Kelly James,family_relationship,0.9355256,person,Uzilandor,person,Uzilandor
Christian Ashley,6758207,partnership,0.87726086,person,Uzilandor,organization,
Christian Ashley,MBTs,partnership,0.95840394,person,Uzilandor,vessel,
Christian Ashley,Ocean Fisheries Llc,family_relationship,0.818566,person,Uzilandor,,
8967466,Benjamin Snyder,ownership,0.85264647,organization,,person,Orvietea
8967466,b3de0895-285e-4ea8-99bb-ffdc763f7038,ownership,0.82259643,organization,,location,
8967466,a8330af0-375f-4fcb-9171-9628b26b1808,ownership,0.8787095,organization,,location,
Benjamin Snyder,b3de0895-285e-4ea8-99bb-ffdc763f7038,ownership,0.85232586,person,Orvietea,location,
Benjamin Snyder,a8330af0-375f-4fcb-9171-9628b26b1808,ownership,0.89322793,person,Orvietea,location,
b3de0895-285e-4ea8-99bb-ffdc763f7038,Benjamin Snyder,ownership,0.8717651,location,,person,Orvietea
b3de0895-285e-4ea8-99bb-ffdc763f7038,a8330af0-375f-4fcb-9171-9628b26b1808,ownership,0.90341455,location,,location,
Wendy Miller,3308429,ownership,0.83708423,person,Country_712875,organization,
Abrams MIA2,abb62f7c-234a-46d7-b3bb-8f7b4771618c,partnership,0.8302363,vessel,,location,
Abrams MIA2,Christian Ashley,partnership,0.88314223,vessel,,person,Uzilandor
Abrams MIA2,Kelly James,partnership,0.92018104,vessel,,person,Uzilandor
Abrams MIA2,6758207,partnership,0.8512073,vessel,,organization,
Abrams MIA2,MBTs,partnership,0.9474143,vessel,,vessel,
abb62f7c-234a-46d7-b3bb-8f7b4771618c,Christian Ashley,partnership,0.9481967,location,,person,Uzilandor
abb62f7c-234a-46d7-b3bb-8f7b4771618c,Tank,partnership,0.8996584,location,,event,
abb62f7c-234a-46d7-b3bb-8f7b4771618c,Kelly James,partnership,0.9615286,location,,person,Uzilandor
abb62f7c-234a-46d7-b3bb-8f7b4771618c,6758207,partnership,0.9286229,location,,organization,
abb62f7c-234a-46d7-b3bb-8f7b4771618c,MBTs,partnership,0.9761465,location,,vessel,
Tank,Kelly James,partnership,0.9433459,event,,person,Uzilandor
Tank,6758207,partnership,0.8876832,event,,organization,
Tank,MBTs,partnership,0.9627241,event,,vessel,
Kelly James,6758207,partnership,0.81666833,person,Uzilandor,organization,
Kelly James,MBTs,partnership,0.9351304,person,Uzilandor,vessel,
418382,6c348030-e9d4-4ddc-8ec8-30ac227c6a14,partnership,0.8174132,organization,,location,
418382,565431,partnership,0.8375645,organization,,organization,
418382,16927047,partnership,0.86094624,organization,,organization,
418382,30041,partnership,0.8819945,organization,,organization,
418382,6471708,partnership,0.89104354,organization,,organization,
418382,520673,partnership,0.87682515,organization,,organization,
16927047,30041,partnership,0.87362194,organization,,organization,
16927047,6471708,partnership,0.8853444,organization,,organization,
16927047,520673,partnership,0.8661948,organization,,organization,
6471708,520673,partnership,0.86160105,organization,,organization,
1252007,418382,partnership,0.8556577,organization,,organization,
1252007,6c348030-e9d4-4ddc-8ec8-30ac227c6a14,partnership,0.8166897,organization,,location,
1252007,565431,partnership,0.81906456,organization,,organization,
1252007,16927047,partnership,0.86405873,organization,,organization,
1252007,30041,partnership,0.8787237,organization,,organization,
1252007,6471708,partnership,0.8883257,organization,,organization,
1252007,520673,partnership,0.86303073,organization,,organization,
6c348030-e9d4-4ddc-8ec8-30ac227c6a14,565431,partnership,0.86457163,location,,organization,
6c348030-e9d4-4ddc-8ec8-30ac227c6a14,16927047,partnership,0.89333767,location,,organization,
6c348030-e9d4-4ddc-8ec8-30ac227c6a14,30041,partnership,0.9039959,location,,organization,
6c348030-e9d4-4ddc-8ec8-30ac227c6a14,6471708,partnership,0.91075456,location,,organization,
6c348030-e9d4-4ddc-8ec8-30ac227c6a14,520673,partnership,0.90241754,location,,organization,
6c348030-e9d4-4ddc-8ec8-30ac227c6a14,US Special Operations SOF,partnership,0.90702766,location,,,
6c348030-e9d4-4ddc-8ec8-30ac227c6a14,7490484,partnership,0.938069,location,,organization,
6c348030-e9d4-4ddc-8ec8-30ac227c6a14,Kari Padilla,partnership,0.8066924,location,,person,Country_271835
565431,16927047,partnership,0.8674059,organization,,organization,
565431,30041,partnership,0.8874889,organization,,organization,
565431,6471708,partnership,0.89080656,organization,,organization,
565431,520673,partnership,0.86962,organization,,organization,
Lisa Rocha,6c348030-e9d4-4ddc-8ec8-30ac227c6a14,partnership,0.8934289,person,Quandarix,location,
Lisa Rocha,565431,partnership,0.89897597,person,Quandarix,organization,
Lisa Rocha,21538,partnership,0.84596777,person,Quandarix,organization,
Lisa Rocha,16927047,partnership,0.922148,person,Quandarix,organization,
Lisa Rocha,30041,partnership,0.92721105,person,Quandarix,organization,
Lisa Rocha,6471708,partnership,0.9367013,person,Quandarix,organization,
Lisa Rocha,520673,partnership,0.92435545,person,Quandarix,organization,
Lisa Rocha,61,partnership,0.84346044,person,Quandarix,organization,
Lisa Rocha,908,partnership,0.8436597,person,Quandarix,organization,
Lisa Rocha,2278,partnership,0.8715446,person,Quandarix,organization,
Lisa Rocha,979893388,partnership,0.8415001,person,Quandarix,organization,
Danielle Sosa,216,family_relationship,0.8275804,person,Country_996415,organization,
Danielle Sosa,James Carr,family_relationship,0.91551167,person,Country_996415,person,Country_271835
Danielle Sosa,Daniel Burton,family_relationship,0.92376333,person,Country_996415,person,Country_271835
Danielle Sosa,Jerry Miller,family_relationship,0.8150744,person,Country_996415,person,Country_271835
Danielle Sosa,PC,family_relationship,0.827508,person,Country_996415,vessel,
Danielle Sosa,Susan Mendoza,family_relationship,0.8993099,person,Country_996415,person,Country_271835
James Carr,Daniel Burton,family_relationship,0.8007131,person,Country_271835,person,Country_271835
Daniel Burton,Susan Mendoza,family_relationship,0.8525455,person,Country_271835,person,Country_271835
Jerry Miller,PC,family_relationship,0.8250369,person,Country_271835,vessel,
Jerry Miller,Susan Mendoza,family_relationship,0.8947231,person,Country_271835,person,Country_271835
15758645,PC,membership,0.84654164,organization,,vessel,
15758645,Ships,partnership,0.8513519,organization,,vessel,
15758645,9697,partnership,0.88442177,organization,,organization,
Dakota Flores,204,partnership,0.86720484,person,Country_271835,organization,
Dakota Flores,weeks,family_relationship,0.8459947,person,Country_271835,movement,
Dakota Flores,months,partnership,0.82994914,person,Country_271835,movement,
Dakota Flores,14bda3bb-9993-4265-97cc-1747808c144e,partnership,0.87092966,person,Country_271835,location,
Dakota Flores,ââ¯The,membership,0.8781203,person,Country_271835,,
Dakota Flores,Playa del Cielo Kga,partnership,0.91788393,person,Country_271835,company,Rio Isla
204,months,partnership,0.8050013,organization,,movement,
204,âbossesâ,ownership,0.83224976,organization,,,
204,Levi Jones,ownership,0.8590445,organization,,person,Country_271835
204,Adriana Rhodes,ownership,0.8198125,organization,,person,Country_271835
US Special Operations SOF,7490484,partnership,0.9402735,,,organization,
US Special Operations SOF,Kari Padilla,partnership,0.8332999,,,person,Country_271835
7490484,Kari Padilla,partnership,0.8395854,organization,,person,Country_271835
7490484,3731,membership,0.84955937,organization,,organization,
Kari Padilla,7490484,partnership,0.808929,person,Country_271835,organization,
